DistanceKm(Km),EstimatedRange,EstimatedTotalDistance,Fefficiency,FullBatteryCapacity,PT.BattHV.Energy(kwh),Time(s),UsedCapacity(kwh)
0.000103349,0.000241126,0.000343121,11611883,4,2.7999236,1,1.2000761
0.00101532,0.002367197,0.003377772,1182551,4,2.7993303,2,1.2006688
0.002956343,0.006882759,0.009830949,406541,4,2.7981221,3,1.2018764
0.00592751,0.01377021,0.01968618,203069,4,2.7963007,4,1.2036972
0.009927165,0.022995635,0.032907905,121496,4,2.793875,5,1.2061223
0.014900855,0.034413525,0.049296726,81112,4,2.7913475,6,1.2086501
0.020564266,0.047394448,0.067939171,58859,4,2.7895885,7,1.2104102
0.026528225,0.061089081,0.087597941,45653,4,2.7888995,8,1.2111002
0.032459601,0.074749728,0.10718945,37310,4,2.7889125,9,1.2110876
0.038220483,0.088022123,0.12622582,31685,4,2.788981,10,1.211019
0.043828222,0.10093037,0.14473844,27632,4,2.7889078,11,1.2110921
0.049341451,0.11359096,0.16291768,24550,4,2.7886577,12,1.2113419
0.054818521,0.12614332,0.18094498,22104,4,2.7882716,13,1.211728
0.060299836,0.13868309,0.19896367,20102,4,2.7878071,14,1.2121924
0.06580501,0.15125438,0.21704569,18428,4,2.7873153,15,1.2126842
0.071337511,0.16387334,0.23519569,17006,4,2.7868295,16,1.21317
0.076891445,0.17654233,0.25341706,15783,4,2.7863672,17,1.2136324
0.082457284,0.18922306,0.27166196,14723,4,2.7859307,18,1.2140689
0.088026515,0.20190735,0.28991369,13796,4,2.7855134,19,1.2144862
0.093593661,0.21456908,0.30814067,12980,4,2.7851062,20,1.2148934
0.099156407,0.22721131,0.32634366,12256,4,2.7847014,21,1.2152981
0.10471472,0.23983934,0.34452788,11609,4,2.7842945,22,1.2157051
0.11026985,0.25243776,0.3626792,11028,4,2.7838832,23,1.2161164
0.1158234,0.26501648,0.38083437,10503,4,2.7834677,24,1.2165319
0.12137671,0.27758325,0.39895445,10026,4,2.7830493,25,1.2169503
0.12693054,0.29015954,0.41705431,9590,4,2.7826295,26,1.2173701
0.13248518,0.30271026,0.435157,9191,4,2.7822096,27,1.21779
0.13804057,0.31521708,0.45325213,8825,4,2.7817903,28,1.2182093
0.14359645,0.3277601,0.47135104,8486,4,2.7813718,29,1.2186278
0.14915257,0.34026117,0.48940823,8173,4,2.7809541,30,1.2190455
0.1547087,0.35277054,0.50747374,7882,4,2.780537,31,1.2194626
0.16026473,0.36527666,0.52553589,7611,4,2.7801202,32,1.2198794
0.16582061,0.37772849,0.54354361,7359,4,2.7797036,33,1.220296
0.17137637,0.39023973,0.56155582,7122,4,2.7792869,34,1.2207127
0.17693205,0.40267652,0.57960307,6901,4,2.7788703,35,1.2211293
0.18248768,0.41512834,0.59754852,6693,4,2.7784536,36,1.221546
0.18804332,0.42752191,0.61555974,6498,4,2.778037,37,1.2219626
0.19359899,0.43998429,0.63350811,6313,4,2.7776204,38,1.2223792
0.1991547,0.4523871,0.65146263,6139,4,2.777204,39,1.2227956
0.20471042,0.46473442,0.66943935,5975,4,2.7767878,40,1.2232118
0.21026613,0.47712186,0.6873825,5819,4,2.7763717,41,1.2236279
0.21582182,0.48950029,0.70531662,5671,4,2.7759557,42,1.2240439
0.22137749,0.50181527,0.72318727,5531,4,2.7755398,43,1.2244598
0.22693313,0.5141976,0.74112525,5397,4,2.775124,44,1.2248756
0.23248876,0.52651019,0.75899347,5270,4,2.7747083,45,1.2252913
0.23804436,0.53880228,0.77684117,5149,4,2.7742925,46,1.2257071
0.24359992,0.55113791,0.79473236,5033,4,2.7738767,47,1.2261229
0.24915539,0.56348253,0.81263245,4922,4,2.7734606,48,1.226539
0.25471068,0.57567871,0.83038392,4817,4,2.7730439,49,1.2269557
0.26026533,0.58804356,0.84830342,4715,4,2.772625,50,1.2273746
0.26581845,0.60030339,0.86598642,4618,4,2.7722006,51,1.2277989
0.27137328,0.61254774,0.88378022,4525,4,2.7717781,52,1.2282215
0.27693128,0.62474361,0.90166942,4436,4,2.7713622,53,1.2286374
0.28249101,0.63700064,0.91948618,4350,4,2.7709524,54,1.2290472
0.28805432,0.64914621,0.93719506,4268,4,2.7705556,55,1.229444
0.29361757,0.66145347,0.95506557,4188,4,2.7701667,56,1.2298329
0.29917468,0.67358274,0.97275196,4112,4,2.7697718,57,1.2302278
0.30472067,0.6858229,0.99053814,4038,4,2.7693524,58,1.2306471
0.31025286,0.69780496,1.0080524,3968,4,2.7688896,59,1.2311099
0.31577166,0.70983818,1.0256045,3900,4,2.7683683,60,1.2316311
0.32129439,0.72165109,1.0427522,3835,4,2.7675306,61,1.2324681
0.32715744,0.73212974,1.0592819,3776,4,2.7645181,62,1.2354781
0.33389495,0.74365791,1.0775468,3712,4,2.7604538,63,1.2395418
0.34153542,0.75669028,1.0982189,3642,4,2.7558611,64,1.244134
0.35005282,0.77095243,1.1209978,3568,4,2.7507529,65,1.2492417
0.35941941,0.78635064,1.1457619,3491,4,2.7451442,66,1.2548499
0.36960622,0.80300731,1.1726048,3411,4,2.7390516,67,1.2609421
0.38058357,0.82057028,1.2011445,3330,4,2.7324923,68,1.267501
0.39232153,0.83912898,1.2314406,3248,4,2.7254837,69,1.2745091
0.40479051,0.85851263,1.2630216,3166,4,2.7180433,70,1.281949
0.41796169,0.87850768,1.2964585,3085,4,2.7101881,71,1.2898038
0.4318076,0.89884989,1.3306461,3006,4,2.7019343,72,1.2980572
0.44630253,0.92015914,1.3664499,2927,4,2.693297,73,1.3066942
0.46142301,0.94152897,1.4029398,2851,4,2.6842899,74,1.3157009
0.47714809,0.96324622,1.4403817,2777,4,2.6749252,75,1.3250653
0.49344998,0.98572261,1.4791597,2704,4,2.6653841,76,1.3346061
0.51030796,1.0086985,1.5189923,2633,4,2.6558952,77,1.3440968
0.52754118,1.0336409,1.561168,2562,4,2.6481798,78,1.351812
0.54508217,1.0580224,1.6030902,2495,4,2.6397575,79,1.3602341
0.56293584,1.0830333,1.6459542,2430,4,2.6317634,80,1.3682291
0.58101228,1.1093764,1.6903732,2366,4,2.624778,81,1.3752155
0.59920036,1.1361375,1.7353221,2305,4,2.6187915,82,1.381203
0.61740972,1.1642245,1.7816181,2245,4,2.6136792,83,1.386316
0.63557692,1.1924636,1.8280245,2188,4,2.6091059,84,1.3908896
0.65369101,1.2205388,1.8742138,2134,4,2.6046254,85,1.3953701
0.67176549,1.2492138,1.9209621,2082,4,2.6008611,86,1.3991368
0.68958203,1.2825406,1.9721048,2028,4,2.6009929,87,1.3990077
0.70615883,1.3138837,2.0200269,1980,4,2.6014901,88,1.3985103
0.720434,1.3411898,2.0616103,1940,4,2.6019085,89,1.3980918
0.73310465,1.3653077,2.0983999,1906,4,2.6022768,90,1.3977236
0.74508484,1.3880616,2.1331346,1875,4,2.6026158,91,1.3973845
0.75673645,1.4089139,2.1656393,1847,4,2.6022632,92,1.397736
0.7682482,1.4283461,2.1965836,1821,4,2.6010167,93,1.3989818
0.77976073,1.4473143,2.2270645,1796,4,2.5993748,94,1.4006235
0.79133692,1.4659705,2.2572967,1772,4,2.5976982,95,1.4023002
0.80298853,1.4852425,2.2882201,1748,4,2.5962026,96,1.4037961
0.81470028,1.5052107,2.3198999,1724,4,2.5949822,97,1.4050167
0.82644788,1.5250187,2.3514553,1701,4,2.5940561,98,1.4059431
0.83820838,1.5455246,2.3837215,1678,4,2.5933897,99,1.4066097
0.849966,1.5667256,2.41668,1655,4,2.5929304,100,1.4070692
0.8617131,1.5876489,2.4493504,1633,4,2.5926304,101,1.4073694
0.87344844,1.6092222,2.482659,1611,4,2.5924569,102,1.407543
0.88517451,1.6304364,2.5155992,1590,4,2.5923939,103,1.4076061
0.89689509,1.6522842,2.5491675,1569,4,2.592434,104,1.4075661
0.90861364,1.6747892,2.5823098,1548,4,2.5925738,105,1.4074263
0.92033247,1.6968711,2.6160818,1528,4,2.5928193,106,1.407181
0.93205338,1.7184565,2.6504979,1509,4,2.5931511,107,1.4068492
0.94377266,1.7405958,2.6843565,1490,4,2.5934881,108,1.4065123
0.95547549,1.7633063,2.7187699,1471,4,2.593824,109,1.4061764
0.96718103,1.7853814,2.7525505,1453,4,2.5941596,110,1.4058408
0.97889019,1.8080103,2.7868885,1435,4,2.5944951,111,1.4055053
0.9906011,1.8299225,2.8205117,1418,4,2.5948305,112,1.4051699
1.0023126,1.8523665,2.8546672,1401,4,2.5951658,113,1.4048345
1.0140241,1.8740078,2.8880199,1385,4,2.5955011,114,1.4044992
1.0257349,1.897541,2.9232639,1368,4,2.5958364,115,1.404164
1.037445,1.9188257,2.9562587,1353,4,2.5961716,116,1.4038288
1.049154,1.9420392,2.9911812,1337,4,2.5965067,117,1.4034936
1.060862,1.9643279,3.0251779,1322,4,2.5968418,118,1.4031585
1.0725687,1.9871282,3.0596849,1307,4,2.5971769,119,1.4028234
1.0842742,2.008903,3.0931652,1293,4,2.5975119,120,1.4024884
1.0959783,2.0311545,3.1271208,1279,4,2.5978469,121,1.4021534
1.1076814,2.0538985,3.1615679,1265,4,2.5981819,122,1.4018184
1.1193837,2.0754924,3.1948642,1252,4,2.5985169,123,1.4014835
1.131085,2.0992338,3.2303069,1238,4,2.5988518,124,1.4011485
1.1427855,2.1217848,3.2645584,1225,4,2.5991868,125,1.4008136
1.1544851,2.1430514,3.2975245,1213,4,2.5995217,126,1.4004786
1.1661063,2.1665445,3.3326391,1200,4,2.5998537,127,1.4001466
1.1774529,2.1887017,3.366143,1188,4,2.6001779,128,1.3998224
1.1886524,2.2094291,3.39807,1177,4,2.6004984,129,1.399502
1.1998055,2.2305466,3.4303408,1166,4,2.6008177,130,1.3991826
1.2109284,2.2520052,3.4629223,1155,4,2.6010661,131,1.398934
1.2220171,2.2736932,3.4956994,1144,4,2.601105,132,1.398895
1.2330821,2.2935709,3.5266423,1134,4,2.6009091,133,1.3990906
1.244137,2.3136005,3.5577269,1124,4,2.6004865,134,1.399513
1.2551941,2.3317262,3.5869099,1115,4,2.599874,135,1.4001253
1.2662615,2.3500151,3.6162663,1106,4,2.5991159,136,1.4008833
1.2773427,2.3685076,3.64584,1097,4,2.5982519,137,1.4017472
1.2884374,2.3872374,3.6756646,1088,4,2.5973133,138,1.4026857
1.2995439,2.4040033,3.7035371,1080,4,2.5963226,139,1.4036764
1.3106599,2.4232467,3.7338965,1071,4,2.5952962,140,1.4047028
1.3218028,2.4371731,3.7589704,1064,4,2.5931469,141,1.4068478
1.3335382,2.4397548,3.7732876,1060,4,2.5861327,142,1.4138599
1.3462557,2.4440921,3.7903421,1055,4,2.5785093,143,1.4214828
1.3599538,2.4455988,3.8055464,1051,4,2.5703158,144,1.4296757
1.3746336,2.4489055,3.8235326,1046,4,2.5615461,145,1.4384448
1.3903011,2.451684,3.8419782,1041,4,2.5521934,146,1.447797
1.4069668,2.4539858,3.8609448,1036,4,2.5423195,147,1.4576707
1.4245797,2.4624111,3.8869796,1029,4,2.5338138,148,1.466179
1.4428773,2.4785599,3.9214231,1020,4,2.5281265,149,1.4718689
1.4615969,2.5017786,3.9633594,1009,4,2.5242917,150,1.4757054
1.4805127,2.5313482,4.0118414,997,4,2.5237547,151,1.4762458
1.4992515,2.5653741,4.0646065,984,4,2.5243287,152,1.4756719
1.5175655,2.5976044,4.1151511,972,4,2.524872,153,1.4751285
1.5356739,2.6305274,4.1661831,960,4,2.5253064,154,1.4746937
1.5536464,2.6606094,4.2142388,949,4,2.5249175,155,1.4750817
1.5715454,2.6874937,4.2590231,939,4,2.5235548,156,1.4764435
1.5894175,2.7111103,4.3005128,930,4,2.52133,157,1.4786674
1.6072887,2.7343742,4.3416487,921,4,2.5183554,158,1.4816413
1.6251779,2.7544318,4.379596,913,4,2.5147925,159,1.4852037
1.6431008,2.7713602,4.4144476,906,4,2.5108483,160,1.4891476
1.6610663,2.7914695,4.4525223,898,4,2.5067354,161,1.4932604
1.6790779,2.8088089,4.4878732,891,4,2.5026447,162,1.4973513
1.6971372,2.8266627,4.5237861,884,4,2.4987661,163,1.5012302
1.7152411,2.8452282,4.5604548,877,4,2.4952618,164,1.5047349
1.733388,2.8680031,4.601376,869,4,2.492292,165,1.5077053
1.7515657,2.8885452,4.6400951,862,4,2.4899238,166,1.5100741
1.7697493,2.9134311,4.6831641,854,4,2.4880685,167,1.5119299
1.7879136,2.9392059,4.7271025,846,4,2.486567,168,1.5134318
1.805967,2.9711558,4.7771043,837,4,2.4868579,169,1.5131426
1.8227826,3.000417,4.8231834,829,4,2.4873462,170,1.5126543
1.8380618,3.0265063,4.8645525,822,4,2.4877886,171,1.5122118
1.8529129,3.049031,4.9019297,816,4,2.4880091,172,1.5119907
1.8675322,3.0704321,4.9379517,810,4,2.4870484,173,1.51295
1.8820985,3.0865481,4.9686365,805,4,2.4846679,174,1.5153287
1.8968973,3.0949671,4.9918602,801,4,2.4790603,175,1.5209314
1.9124583,3.0871886,4.9996428,800,4,2.4697412,176,1.5302492
1.9289831,3.0825563,5.0115349,798,4,2.4598699,177,1.5401201
1.9464264,3.0827001,5.0291185,795,4,2.4507386,178,1.5492534
1.9645377,3.0903035,5.0548288,791,4,2.4444252,179,1.5555699
1.9829714,3.1055567,5.0885125,786,4,2.4409652,180,1.5590324
2.001454,3.1314849,5.1329216,779,4,2.4394257,181,1.5605733
2.0198314,3.1589312,5.1787451,772,4,2.4386942,182,1.5613051
2.0380562,3.1827104,5.2207496,766,4,2.4379553,183,1.5620438
2.0561466,3.2062794,5.26241,760,4,2.4367709,184,1.5632276
2.074151,3.2294663,5.3036021,754,4,2.4350156,185,1.5649824
2.0921203,3.2480463,5.3401519,749,4,2.4327843,186,1.5672133
2.110093,3.2708746,5.3809531,743,4,2.4302572,187,1.5697402
2.128089,3.2894416,5.4175162,738,4,2.4276052,188,1.5723921
2.1461135,3.3082606,5.4543597,733,4,2.4249524,189,1.575045
2.1641538,3.3286096,5.4927439,728,4,2.4232285,190,1.5767722
2.1818677,3.3570166,5.5388668,722,4,2.4237665,191,1.576234
2.1976454,3.3810666,5.5786966,717,4,2.4242252,192,1.5757752
2.2118922,3.4053881,5.617266,712,4,2.4246367,193,1.5753637
2.2252039,3.4300128,5.6552032,707,4,2.4250194,194,1.574981
2.237789,3.4500412,5.6878176,703,4,2.4253793,195,1.5746211
2.2495186,3.470264,5.7197706,699,4,2.4257149,196,1.5742855
2.2609149,3.485057,5.7459621,696,4,2.4255987,197,1.5744004
2.2722609,3.4977417,5.7699943,693,4,2.4239329,198,1.576065
2.2837759,3.5045801,5.7883472,691,4,2.4216628,199,1.5783352
2.2954485,3.518013,5.8134507,688,4,2.4203923,200,1.579607
2.3070735,3.5382107,5.8452727,684,4,2.4201361,201,1.5798639
2.3185189,3.553652,5.8721599,681,4,2.4200368,202,1.579963
2.3297645,3.568696,5.8984504,678,4,2.4195752,203,1.5804241
2.3408637,3.5829333,5.9237881,675,4,2.4184786,204,1.58152
2.3519006,3.591045,5.9429375,673,4,2.4167714,205,1.5832267
2.3629409,3.6039272,5.9668605,670,4,2.4146289,206,1.5853688
2.3740194,3.6111134,5.9851255,668,4,2.4122213,207,1.5877762
2.3851475,3.6180411,6.0031814,666,4,2.4096127,208,1.5903846
2.3963304,3.6248049,6.0211283,664,4,2.4068677,209,1.5931296
2.4075571,3.6316281,6.039178,662,4,2.4041351,210,1.5958622
2.4187917,3.6386537,6.0574382,660,4,2.4015088,211,1.5984886
2.4300051,3.6457206,6.0757185,658,4,2.3988815,212,1.6011159
2.4411884,3.6526985,6.0938801,656,4,2.3961675,213,1.6038298
2.4523474,3.6539319,6.1062727,655,4,2.3933225,214,1.6066746
2.4634936,3.6605634,6.1240506,653,4,2.3903449,215,1.6096521
2.474637,3.6671114,6.1417419,651,4,2.3872864,216,1.6127105
2.4857756,3.668036,6.1538052,650,4,2.3842203,217,1.6157766
2.4969051,3.6745821,6.1714809,648,4,2.3811261,218,1.6188708
2.5080266,3.6811,6.1891204,646,4,2.3779875,219,1.6220094
2.5191443,3.6818762,6.2010142,645,4,2.3748069,220,1.6251899
2.5302611,3.6883658,6.2186208,643,4,2.371616,221,1.6283808
2.5413773,3.6891377,6.2305089,642,4,2.3684232,222,1.6315736
2.5524938,3.6956837,6.2481713,640,4,2.3652344,223,1.6347624
2.5636117,3.7022894,6.2658949,638,4,2.3620574,224,1.6379394
2.5747321,3.7031548,6.2778807,637,4,2.3589065,225,1.6410904
2.5858539,3.7099432,6.2957908,635,4,2.3558108,226,1.6441861
2.5969741,3.7110027,6.3079705,634,4,2.3527727,227,1.6472243
2.6080921,3.7180244,6.3261101,632,4,2.3497885,228,1.6502086
2.6192091,3.7192747,6.3384773,631,4,2.3468594,229,1.6531377
2.6303273,3.7265444,6.3568651,629,4,2.3439936,230,1.6560036
2.6414487,3.7339837,6.3754256,627,4,2.341205,231,1.6587922
2.6525743,3.735643,6.3882104,626,4,2.3385098,232,1.6614875
2.6637042,3.7434739,6.407171,624,4,2.3359252,233,1.6640723
2.674837,3.7455324,6.4203621,623,4,2.3334643,234,1.6665333
2.6859704,3.7538405,6.4398034,621,4,2.3311327,235,1.6688651
2.6971018,3.7624108,6.4595049,619,4,2.3289301,236,1.6710677
2.7082292,3.7712482,6.4794694,617,4,2.3268581,237,1.6731399
2.7193505,3.7803561,6.4996985,615,4,2.3249171,238,1.675081
2.7304641,3.7835638,6.5140196,614,4,2.3231064,239,1.6768918
2.7415692,3.7931753,6.5347361,612,4,2.3214216,240,1.6785767
2.7526664,3.8030474,6.5557052,610,4,2.3198574,241,1.6801411
2.7637572,3.8131769,6.5769254,608,4,2.3184102,242,1.6815884
2.774844,3.8235667,6.5984017,606,4,2.3170801,243,1.6829186
2.7859289,3.8342246,6.6201443,604,4,2.3158705,244,1.6841284
2.7970136,3.8451609,6.6421652,602,4,2.3147858,245,1.6852131
2.8080991,3.8563863,6.6644758,600,4,2.3138309,246,1.6861682
2.8191858,3.8679095,6.6870855,598,4,2.3130091,247,1.6869901
2.8302735,3.879736,6.7099994,596,4,2.312322,248,1.6876774
2.8413614,3.891866,6.7332171,594,4,2.3117679,249,1.6882316
2.8524486,3.904296,6.7567341,592,4,2.3113429,250,1.6886568
2.8635346,3.9236713,6.7871952,589,4,2.3110421,251,1.6889576
2.874619,3.9367313,6.8113395,587,4,2.3108612,252,1.6891387
2.8857019,3.9500793,6.8357701,585,4,2.3107964,253,1.6892036
2.8967835,3.9637061,6.8604784,583,4,2.3108407,254,1.6891594
2.9078642,3.9844587,6.8923115,580,4,2.3109862,255,1.6890139
2.9189443,3.998671,6.9176037,578,4,2.3112321,256,1.6887682
2.930025,4.0131054,6.9431187,576,4,2.311549,257,1.6884513
2.9411006,4.0346722,6.9757611,573,4,2.3118675,258,1.6881328
2.9521575,4.0493601,7.001506,571,4,2.3121849,259,1.6878154
2.9632041,4.0641502,7.0273428,569,4,2.3125018,260,1.6874985
2.974246,4.0790442,7.0532786,567,4,2.3128184,261,1.6871819
2.9852858,4.0940433,7.0793175,565,4,2.3131348,262,1.6868655
2.9963246,4.1164605,7.1127735,562,4,2.3134511,263,1.6865492
3.0073626,4.1317269,7.1390779,560,4,2.3137674,264,1.6862329
3.0183999,4.1471026,7.1654909,558,4,2.3140836,265,1.6859167
3.0294364,4.1625889,7.1920137,556,4,2.3143997,266,1.6856006
3.0404721,4.1781869,7.2186473,554,4,2.3147158,267,1.6852845
3.0515068,4.1938978,7.245393,552,4,2.3150319,268,1.6849684
3.0625404,4.209723,7.2722518,550,4,2.315348,269,1.6846524
3.073573,4.2256636,7.299225,548,4,2.315664,270,1.6843364
3.0846046,4.2495039,7.3340969,545,4,2.3159799,271,1.6840204
3.0956352,4.2657377,7.3613612,543,4,2.3162959,272,1.6837044
3.106665,4.2820914,7.3887448,541,4,2.3166118,273,1.6833885
3.1176941,4.2985666,7.4162491,539,4,2.3169277,274,1.6830726
3.1287225,4.3151644,7.4438753,537,4,2.3172436,275,1.6827567
3.1397501,4.3318863,7.4716248,535,4,2.3175595,276,1.6824408
3.1507769,4.3487337,7.499499,533,4,2.3178754,277,1.6821249
3.1618017,4.3657079,7.527498,531,4,2.3181912,278,1.6818091
3.1728251,4.3828104,7.5556238,529,4,2.318507,279,1.6814933
3.1838485,4.3917093,7.5755461,528,4,2.3188228,280,1.6811775
3.1948712,4.4090081,7.6038677,526,4,2.3191386,281,1.6808617
3.2058809,4.4263453,7.6322149,524,4,2.3194051,282,1.6805951
3.2168648,4.4435196,7.6603734,522,4,2.3195173,283,1.6804827
3.2278252,4.4604247,7.6882394,520,4,2.3194206,284,1.6805792
3.2387729,4.4770271,7.7157899,518,4,2.3190996,285,1.6809
3.2497195,4.484685,7.7343947,517,4,2.3185815,286,1.6814179
3.2606739,4.5007884,7.7614529,515,4,2.3179053,287,1.682094
3.2716407,4.5079974,7.7796287,514,4,2.3171098,288,1.6828893
3.2826206,4.5238833,7.8064947,512,4,2.3162273,289,1.6837717
3.2936308,4.5288851,7.8225162,511,4,2.3142553,290,1.6857397
3.3052342,4.5065784,7.8118147,512,4,2.3073609,291,1.6926318
3.3178278,4.4918495,7.8096795,512,4,2.2998191,292,1.700173
3.3314013,4.4760069,7.8074105,512,4,2.2917071,293,1.7082845
3.3459458,4.4503592,7.7963074,513,4,2.2830253,294,1.7169658
3.3614575,4.4323244,7.7937845,513,4,2.2737729,295,1.7262176
3.3779358,4.4131802,7.7911186,513,4,2.2639514,296,1.7360386
3.3953551,4.3866898,7.7820425,514,4,2.2547505,297,1.7452414
3.4135003,4.3823763,7.7958685,513,4,2.2481536,298,1.7518409
3.4321038,4.390621,7.8227139,511,4,2.2436033,299,1.7563927
3.4510041,4.4027362,7.8537213,509,4,2.2409925,300,1.7590073
3.4699054,4.4299371,7.8998226,506,4,2.2415487,301,1.7584518
3.4884195,4.4574568,7.9458569,503,4,2.2421013,302,1.7578992
3.5066166,4.4763137,7.9829111,501,4,2.2426337,303,1.7573668
3.5246719,4.5038203,8.0284744,498,4,2.2429024,304,1.7570975
3.5426345,4.5209639,8.0635823,496,4,2.2423972,305,1.7576019
3.5605546,4.5459537,8.1064937,493,4,2.2411536,306,1.7588448
3.5784615,4.5513306,8.1297787,492,4,2.2392525,307,1.7607454
3.5963657,4.5647536,8.1611072,490,4,2.2367265,308,1.7632707
3.6142714,4.577064,8.1913245,488,4,2.2336039,309,1.7663928
3.6321898,4.5790418,8.2112214,487,4,2.2299895,310,1.7700067
3.6501341,4.5898024,8.2399269,485,4,2.2260501,311,1.7739458
3.6681147,4.5908692,8.2589744,484,4,2.2219766,312,1.7780193
3.6861387,4.5920572,8.2781861,483,4,2.2179597,313,1.7820363
3.7042092,4.5937662,8.2979648,482,4,2.2141917,314,1.7858047
3.7223254,4.6059385,8.3282522,480,4,2.2108474,315,1.7891495
3.7404845,4.6097762,8.3502477,479,4,2.2080803,316,1.7919172
3.7586676,4.6245411,8.3831945,477,4,2.2059042,317,1.7940939
3.7768475,4.6403992,8.4172318,475,4,2.204188,318,1.7958104
3.7949911,4.658349,8.453321,473,4,2.2033996,319,1.7966009
3.8125351,4.6792203,8.4917382,471,4,2.2039132,320,1.7960873
3.8271849,4.7000725,8.5272431,469,4,2.2043344,321,1.795666
3.8398502,4.7209806,8.560818,467,4,2.2046983,322,1.7953021
3.8517431,4.7314564,8.583189,466,4,2.2048582,323,1.7951413
3.8635042,4.7386213,8.6021186,465,4,2.2034568,324,1.7965411
3.8754205,4.7419416,8.6173587,464,4,2.2002569,325,1.7997391
3.8877455,4.7432737,8.6310138,463,4,2.1961322,326,1.8038643
3.9003791,4.7506214,8.6509868,462,4,2.1947874,327,1.8052129
3.9128613,4.7617585,8.6746068,461,4,2.1951711,328,1.8048293
3.9249908,4.7832891,8.7082672,459,4,2.1955301,329,1.8044703
3.9368633,4.794042,8.7308941,458,4,2.1956711,330,1.8043288
3.9485772,4.803738,8.7523045,457,4,2.1953078,331,1.8046917
3.9601924,4.8236499,8.783832,455,4,2.1947601,332,1.8052393
3.9717357,4.8328021,8.8045279,454,4,2.1940915,333,1.8059078
3.9832259,4.8418137,8.8250299,453,4,2.1933408,334,1.8066584
3.9946755,4.8507626,8.8454284,452,4,2.1925439,335,1.8074553
4.0060789,4.8602344,8.8663027,451,4,2.1919653,336,1.8080343
4.0173817,4.870443,8.887814,450,4,2.1916991,337,1.8083007
4.0285562,4.8915518,8.9200977,448,4,2.1914148,338,1.8085848
4.0396244,4.9013162,8.9409312,447,4,2.1908877,339,1.8091117
4.0506388,4.9104341,8.9610641,446,4,2.1900527,340,1.8099464
4.0616462,4.9191364,8.9807741,445,4,2.1890146,341,1.8109843
4.072673,4.927669,9.0003336,444,4,2.1878839,342,1.812115
4.0837277,4.9250969,9.0088161,444,4,2.1867419,343,1.813257
4.0948072,4.9337157,9.0285143,443,4,2.185635,344,1.8143639
4.1059032,4.9424728,9.0483672,442,4,2.1845719,345,1.815427
4.1170089,4.9513191,9.0683192,441,4,2.1835307,346,1.8164683
4.128121,4.9602328,9.0883451,440,4,2.1825014,347,1.8174976
4.1392373,4.9692022,9.1084307,439,4,2.1814788,348,1.8185202
4.1503568,4.9782248,9.1285728,438,4,2.1804614,349,1.8195375
4.1614793,4.9873056,9.1487761,437,4,2.1794516,350,1.8205474
4.172604,4.9964509,9.1690461,436,4,2.1784516,351,1.8215474
4.1837299,5.0056614,9.1893824,435,4,2.1774617,352,1.8225373
4.1948559,5.0149336,9.2097807,434,4,2.1764802,353,1.8235188
4.2059817,5.0242626,9.2302354,433,4,2.1755047,354,1.8244943
4.2171067,5.0336441,9.2507419,432,4,2.1745333,355,1.8254658
